Source path,Artifact ID,Group ID,Name,Description,Version,Parent project,Module count
pom.xml,wizard-registry,org.ministry.magic,Wizard Registry Service,Ministry of Magic — Registered Wizards Management Service,1.0-SNAPSHOT,,
